Company,Industry,Location,address,Phone,Tier,Activeness,Status,Account Manager,Business Developer
Engineered Carbons,Chemical / Refining / Metals,Borger,"Hwy 136 West, Borger, TX 79007, US",806-275-8304,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Engineered Carbons,Chemical / Refining / Metals,Orange,"Hwy 87N & FM 3247 E, Orange, TX 77631, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
ENGlobal Engineering Inc,Industrial,Houston,"600 Century Plaza Drive Suite 140, Houston, TX 77073-6033, US",281-878-1000,Tier 3,Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
EnLink Midstream,Chemical / Refining / Metals,Cleburne,"2400 County Road 309, Cleburne, TX 76033, US",,Tier 3,Active,Not Qualified,,
EnLink Midstream,Chemical / Refining / Metals,Eunice,"222 Refinery Road, Eunice, LA 70535, US",,Tier 1	(Targeted),Active,Qualified,"Mark Maulden (FTS), Barry Landry  (TPS)",John Shaw
Enron,Power,Channelview,"17600 Wallisville Rd, Channelview, TX 77530, US",281-457-1404,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Enron Clean Fuels,Chemical / Refining / Metals,Laporte,"1200 North Broadway, LaPorte, TX 77571, US",281-470-4900,Tier 3,Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Enron Methanol,Chemical / Refining / Metals,Pasadena,"4403 Hwy 225, Pasadena, TX 77503, US",281-884-4200,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Entergy Operations,Power,Baton Rouge,"Gulf States Road, Baton Rouge, LA 70821, US",,Tier 2	(Targeted),Non-Active,Qualified,Keith  Harrison (TPS),John Shaw
Entergy Operations,Power,Bridge City,"West Round Bunch road, Bridge City, TX 77611, US",,Tier 3,Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Entergy Operations,Power,Claiborne,"Claiborne, MS, US",,Tier 3,Non-Active,Not Qualified,,
Entergy Operations,Power,Greenville,"Rt. 4200 MP&L Road, Greenville, MS 38701, US",,Tier 3,Non-Active,Not Qualified,,
Entergy Operations,Power,Helena,"598 Phillips 408 Road, Helena, AR 39180, US",,Tier 3,Non-Active,Not Qualified,,
Entergy Operations,Power,Jackson,"1960 West Northside Drive, Jackson, MS 39213, US",,Tier 3,Non-Active,Not Qualified,,
Entergy Operations,Power,Jones Mill,"P.O.Box 218, Jones Mill, AR 72105, US",,Tier 3,Non-Active,Not Qualified,,
Entergy Operations,Power,Killona,"17705 River Road, Killona, LA 70066, US",,Tier 3,Non-Active,Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",John Shaw
Entergy Operations,Power,LaPlace,"17420 River Road, LaPlace, LA 70086, US",,Tier 1	(Targeted),Active,Qualified,Keith  Harrison (TPS),John Shaw
Entergy Operations,Power,Natchez,"152 Steam Plant Road, Natchez, MS 39120, US",,Tier 3,Non-Active,Not Qualified,,
Entergy Operations,Power,New Orleans,"3601 Paris Road, New Orleans, LA 70125, US",504-653-3811,Tier 3,Non-Active,Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",John Shaw
Entergy Operations,Power,Neward,"555 Point Ferry Road, Neward, AR 72105, US",,Tier 3,Non-Active,Not Qualified,,
Entergy Operations,Power,Redfield,"P.O.Box 126, Redfield, AR 72132, US",,Tier 3,Non-Active,Not Qualified,,
Entergy Operations,Power,St. Gabriel,"2605 Hwy 75, St. Gabriel, LA, US",,Tier 3,Non-Active,Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",John Shaw
Entergy Operations,Power,Stamps,"P.O.Box 187, Stamps, AR 72105, US",,Tier 3,Non-Active,Not Qualified,,
Entergy Operations,Power,Sterlington,"101 Boardman Avenue, Sterlington, LA 71280, US",318-665-4521,Tier 3,Non-Active,Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",John Shaw
Entergy Operations,Power,Vicksburg,"770 Kemp Bottom Road, Vicksburg, MS, US",,Tier 3,Non-Active,Not Qualified,,
Entergy Operations,Power,Westlake,"3500 Houston River Rd, Westlake, LA 70669, US",,Tier 2	(Targeted),Non-Active,Qualified,Keith  Harrison (TPS),John Shaw
Entergy Operations,Power,Westwego,"1617 River Road, Westwego, LA 70094, US",,Tier 1,Non-Active,Qualified,"Barry Landry  (FTS), Barry Landry  (TPS)",John Shaw
Entergy Operations,Power,Willis,"11191 Longstreet Road, Willis, TX 77378, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Enterprise Hydrocarbons,Chemical / Refining / Metals,San Martin Plant Elmendorf,"20733 Lamm Rd, Elmendorf, TX 78112, US",210-528-2305,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Enterprise Products,Chemical / Refining / Metals,Belle Rose,"6225 Hwy 996, Belle Rose, LA 70341, US",,Tier 3,Non-Active,Qualified,"John Shaw (FTS), Keith  Harrison (TPS)",John Shaw
Enterprise Products,Chemical / Refining / Metals,Carthage,"2539 CR 301, Carthage, TX 75633, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (TPS)",
Enterprise Products,Chemical / Refining / Metals,Centerville,"120 Trunkline Road, Centerville, LA 70522, US",,Tier 3,Non-Active,Qualified,"Barry Landry  (FTS), Barry Landry  (TPS)",John Shaw
Enterprise Products,Chemical / Refining / Metals,Corpus Christi,"802 McKenzie Road Shoup Plant, Corpus Christi, TX 78410, US",361-693-1054,Tier 3,Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Enterprise Products,Chemical / Refining / Metals,Erath,"5627 Aristide Road, Erath, LA 70533, US",,Tier 3,Non-Active,Not Qualified,John Shaw (FTS),John Shaw
Enterprise Products,Chemical / Refining / Metals,Geismar,"10324 Hwy 75, Geismar, LA 70734, US",,Tier 1,Semi-Active,Qualified,"Barry Landry  (FTS), Barry Landry  (TPS)",John Shaw
Enterprise Products,Chemical / Refining / Metals,Gibson,"449 Shell E&P Court, Gibson, LA 70356, US",,Tier 2	(Targeted),Non-Active,Qualified,John Shaw (FTS),John Shaw
Enterprise Products,Chemical / Refining / Metals,Livingston,"2825 Three Bridge Road, Livingston, TX 77351, US",,Tier 3,Non-Active,Not Qualified,Nathan Gewin (FTS),
Enterprise Products,Chemical / Refining / Metals,Mont Belvieu,"10207 FM 1942, Mont Belvieu, TX 77580, US",,Tier 2	(Targeted),Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Enterprise Products,Chemical / Refining / Metals,Nacogdoches,"4600 County Road, Nacogdoches, TX 75961, US",,Tier 1,Active,Not Qualified,Nathan Gewin (FTS),
Enterprise Products,Chemical / Refining / Metals,Norco,"Airline Hwy 61, Norco, LA 70079, US",,Tier 3,Active,Qualified,"Barry Landry  (FTS), Barry Landry  (TPS)",John Shaw
Enterprise Products,Chemical / Refining / Metals,Patterson,"Hwy 90, Patterson, LA 70392, US",,Tier 3,Non-Active,Qualified,"John Shaw (FTS), Keith  Harrison (TPS)",John Shaw
Enterprise Products,Chemical / Refining / Metals,Petal,"1382 US HWY 11 North, Petal, MS 39465, US",,Tier 3,Non-Active,Qualified,,
Enterprise Products,Chemical / Refining / Metals,Port Allen,"2220 North River, Port Alllen, LA 70767, US",,Tier 3,Non-Active,Qualified,"John Shaw (FTS), Ivy Kimble (TPS)",John Shaw
Enterprise Products,Chemical / Refining / Metals,Sonora,"20358 Hwy 277 S, Sonora, TX 76950, US",,Tier 1,Active,Not Qualified,Nathan Gewin (FTS),
Enterprise Products,Chemical / Refining / Metals,Sorrento,"47433 Texaco, Sorrento, LA 70778, US",,Tier 1,Non-Active,Not Qualified,"Barry Landry  (FTS), Barry Landry  (TPS)",John Shaw
Enterprise Products,Chemical / Refining / Metals,St. Bernard,"2300 Bayou Road, St. Bernard, LA 70085, US",,Tier 3,Non-Active,Qualified,"Barry Landry  (FTS), Barry Landry  (TPS)",John Shaw
Enterprise Products,Chemical / Refining / Metals,St. Rose,"100 James Drive , Suite 170, St. Rose, LA 70087, US",504 712-4907,Tier 3,Non-Active,Qualified,"John Shaw (FTS), Keith  Harrison (TPS)",John Shaw
EnviroKinetics Inc,Industrial,Rockwall,"5908 Yacht Club Drive, Rockwall, TX 75032, US",972-771-1193,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
EP Enginnered Clays Corp.,Chemical / Refining / Metals,Jackson,"600 East McDowell Road, Jackson, MS 39204, US",,Tier 3,Non-Active,Not Qualified,"Barry Landry  (FTS), Barry Landry  (TPS)",
Epes Brick Co,Industrial,Epes,"U.S. Hwy 11, Epes, AL 35460, US",,Tier 3,Non-Active,Not Qualified,,
Epsilon Products Co,Chemical / Refining / Metals,Garyville,"Hwy 61 South, Garyville, LA 70051, US",504-535-2000,Tier 4,Non-Active,Not Qualified,"Barry Landry  (FTS), Keith  Harrison (TPS)",John Shaw
Equistar,Chemical / Refining / Metals,Alvin,"FM 2004 & FM 2917, Alvin, TX 77512, US",281-393-5100,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Equistar,Chemical / Refining / Metals,Bay City,"13 miles S. of Bay City on Hwy 60, Bay City, TX 77414, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Equistar,Chemical / Refining / Metals,Beaumont,"Gulf States Road, Beaumont, TX 77704, US",,Tier 3,Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Equistar,Chemical / Refining / Metals,Corpus Christi,"1501 McKinzie Road, Corpus Christi, TX 78460, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Equistar,Chemical / Refining / Metals,Deer Park,"1515 Miller Cut-Off Road, Deer Park, TX 77536, US",281-209-7000,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Equistar,Chemical / Refining / Metals,Houston,"1221 McKinney Street Ste: 1600, Houston, TX 77252, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Equistar,Chemical / Refining / Metals,LaPorte,"1515 Miller Cut-Off Road, Deer Park, TX 77536, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Equistar,Chemical / Refining / Metals,Mont Belvieu,"11815 hwy 146, Mont Belvieu, TX 77580, US",281-385-7010,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Equistar,Chemical / Refining / Metals,Pasadena,"5761 Underwood Road, Pasadena, TX 77507, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Equistar,Chemical / Refining / Metals,Pasadena,"9802 Fairmont Parkway, Pasadena, TX 77507, US",281-291-2700,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Equistar,Chemical / Refining / Metals,Port Arthur,"Hwy 73W, Port Arthur, TX 77641, US",409-983-2761,Tier 3,Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Equistar,Chemical / Refining / Metals,Sulphur,"4300 West Hwy 108, Sulphur, LA 70663, US",,Tier 3,Non-Active,Not Qualified,Randy  Sharpe (FTS),
Ergon,Chemical / Refining / Metals,Bainbridge,"GA, Bainbridge, MS, US",229-248-0804,Tier 3,Non-Active,Qualified,,
Ergon,Chemical / Refining / Metals,Corpus Christi,"6746 Up River Road, Corpus Christi, TX 78409, US",,Tier 3,Non-Active,Not Qualified,,
Ergon,Chemical / Refining / Metals,St. James,"Hwy 18, St. James, LA 70086, US",225-265-8020,Tier 3,Non-Active,Not Qualified,"John Shaw (FTS), Keith  Harrison (TPS)",John Shaw
Ergon,Chemical / Refining / Metals,Vicksburg,"2125 Haining Road, Vicksburg, MS 39183, US",,Tier 3,Non-Active,Qualified,,
Erie City Technologies,Industrial,Erie,"5300 Knowledge Parkway PA, Erie, PA 16510, US",,Tier 3,Non-Active,Qualified,"Barry Landry  (FTS), Barry Landry  (TPS)",
Erie City Technologies,Industrial,Gregory,"Gregory, TX, US",,Tier 3,Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Escon Incorporated,Industrial,Brewton,"114 Blacksher Street, Brewton, AL 36427, US",205-664-7100,Tier 3,Non-Active,Not Qualified,,
ESI Inc of Tennessee,Industrial,Kennesaw,"1250 Roberts Boulevard, Kennesaw, GA 30144, US",770-427-6200,Tier 3,Non-Active,Not Qualified,,David Gould
Estes Refractory,Industrial,Jeanrette,"Jeanertte, LA, US",318-276-9721,Tier 3,Non-Active,Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
Etho's Energy,Power,Decatur Energy Station-Decatur,"1410 Red Hat Rd, Decatur, AL 35601, US",,Tier 3,Non-Active,Not Qualified,Unassigned Unassigned (FTS),
Etho's Energy,Power,Mobile,"1003 Paper Mill Road, Mobile, AL 36610, US",,Tier 2	(Targeted),Non-Active,Not Qualified,,Bridget LaBorde
Etho's Energy,Power,Santa Rosa Energy Center,"Santa Rosa, FL, US",,Tier 3,Non-Active,Not Qualified,,
Everwood Treatment Co Inc,Wood Products,Spanish Fort,", AL, US",,Tier 3,Non-Active,Not Qualified,,
"Evonic Cryo, LLC",Chemical / Refining / Metals,Westwego,"10800 River Road, Westwego, LA 70094, US",,Tier 3,Non-Active,Not Qualified,"Barry Landry  (FTS), Barry Landry  (TPS)",John Shaw
Evonik (Degussa),Chemical / Refining / Metals,Franklin,"7095 La. Hwy 83, Franklin, LA 70538, US",337-923-7531,Tier 3,Non-Active,Not Qualified,"John Shaw (FTS), Keith  Harrison (TPS)",John Shaw
Evonik (Degussa),Chemical / Refining / Metals,Port Aransas,"Port Aransas, TX, US",361-758-5311,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Evonik (Degussa),Chemical / Refining / Metals,Theodore,"4201 Degussa Road, Theodore, AL 36582, US",251-443-4000,Tier 2	(Targeted),Non-Active,Qualified,Mark Maulden (FTS),Bridget LaBorde
Evonik Materials,Chemical / Refining / Metals,Reserve,"474 West 19th Street, Reserve, LA 70084, US",,Tier 2	(Targeted),Non-Active,Not Qualified,John Shaw (FTS),John Shaw
Excel,Industrial,Baton Rouge,"17747 Airline Hwy, Prairieville, LA 70769, US",,Tier 3,Non-Active,Not Qualified,"Ivy Kimble (FTS), Ivy Kimble (TPS)",
Exelon Corporation,Power,Wharton,"3863 South Highway 60 Colorado Bend Energy Center, Wharton, TX 77488, US",,Tier 3,Non-Active,Not Qualified,Nathan Gewin (FTS),
Exide Corp,Chemical / Refining / Metals,Baton Rouge,"2400 Brooklawn Drive, Baton Rouge, LA 70874, US",225-775-3040,Tier 4,Non-Active,Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
ExxonMobil,Chemical / Refining / Metals,Atmore,"3888 Sardis Church Road, Atmore, AL 36502, US",,Tier 3,Non-Active,Not Qualified,,
ExxonMobil,Chemical / Refining / Metals,Baton Rouge-Chemical,"4999 Scenic Hwy, Baton Rouge, LA 70805, US",,Tier 1,Active,Qualified,"Mark Maulden (FTS), Barry Landry  (TPS)",
ExxonMobil,Chemical / Refining / Metals,Baton Rouge-Plastics,"11675 Scotland-Zachary Hwy Plastics, Baton Rouge, LA 70807, US",,Tier 3,Non-Active,Qualified,"Mark Maulden (FTS), Barry Landry  (TPS)",
ExxonMobil,Chemical / Refining / Metals,Baton Rouge-Polyolefins,"12875 Scenic Hwy Polyolefins, Baton Rouge, LA 70807, US",,Tier 1,Non-Active,Qualified,"Mark Maulden (FTS), Barry Landry  (TPS)",
ExxonMobil,Chemical / Refining / Metals,Baton Rouge-Refinery,"4045 Scenic Hwy B.R. Refinery, Baton Rouge, LA 70805, US",,Tier 3,Non-Active,Qualified,"Mark Maulden (FTS), Barry Landry  (TPS)",
ExxonMobil,Chemical / Refining / Metals,Baton Rouge-Resin Finishing,"12480 Scenic Hwy, Baton Rouge, LA 70807, US",,Tier 3,Non-Active,Qualified,"Mark Maulden (FTS), Barry Landry  (TPS)",
ExxonMobil,Chemical / Refining / Metals,Baytown-Chemical,"5000 Bayway Drive, Baytown, TX 77520, US",281-834-1000,Tier 3,Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
ExxonMobil,Chemical / Refining / Metals,Baytown-Refinery,"2800 Decker Drive, Baytown, TX 77520, US",281-834-3300,Tier 3,Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
ExxonMobil,Chemical / Refining / Metals,Beaumont,"1795 Burr Street, Beaumont, TX 77701, US",409-833-9411,Tier 3,Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
ExxonMobil,Chemical / Refining / Metals,Beaumont-BCSP,"2775 Gulf States Road, Beaumont, TX 77704, US",,Tier 3,Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
ExxonMobil,Chemical / Refining / Metals,Beaumont-O/A,"2775 Gulf States Road, Beaumont, TX 77704, US",,Tier 3,Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
ExxonMobil,Chemical / Refining / Metals,Coden,"5201 Rock Road, Coden, AL 36523, US",,Tier 3,Non-Active,Not Qualified,,
ExxonMobil,Chemical / Refining / Metals,Grand Isle,"Hwy 1 South, Grand Isle, LA, US",504-787-5251,Tier 3,Non-Active,Qualified,"Mark Maulden (FTS), Barry Landry  (TPS)",
ExxonMobil,Chemical / Refining / Metals,Mont Belvieu,"13330 Hatcherville Road, Mont Belvieu, TX 77580, US",,Tier 3,Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
ExxonMobil,Chemical / Refining / Metals,Port Allen-Lube Plant,"2230 Hwy 1 North, Port Allen, LA 70767, US",,Tier 3,Non-Active,Qualified,"Mark Maulden (FTS), Barry Landry  (TPS)",
ExxonMobil,Chemical / Refining / Metals,Theodore,"6000 Deakle Road, Theodore, AL 36590, US",,Tier 3,Non-Active,Not Qualified,,
"Fabco, Inc",Commercial,St. James,"6176 Fabco Road, St James, LA 70086, US",504-559-0728,Tier 3,Non-Active,Not Qualified,"Keith  Harrison (FTS), Barry Landry  (TPS)",
Factory Sales & Service,Industrial,Covington,"Covington, LA, US",,Tier 3,Non-Active,Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
Falcon,Industrial,Canton,"Sharon Road, Canton, MS, US",,Tier 3,Non-Active,Not Qualified,,
"FCC Enviro Hydrocarbon Rec Services, Inc.",Chemical / Refining / Metals,New Orleans,"14890 Intracoastal Drive, New Orleans, LA 70712, US",504-254-2982,Tier 3,Non-Active,Not Qualified,"Barry Landry  (FTS), Barry Landry  (TPS)",
Fidelity Tire,Industrial,Natchez,"Natchez, MS, US",,Tier 3,Non-Active,Not Qualified,,
Firestone,Chemical / Refining / Metals,Kingstree,"1457 Eastland AV., Kingstree, SC 29556, US",,Tier 3,Non-Active,Not Qualified,"Rawland Allen (FTS), Rawland Allen (TPS)",David Gould
Firestone,Chemical / Refining / Metals,Orange,"5713 FM 1006, Orange, TX 77630, US",,Tier 3,Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Firestone,Chemical / Refining / Metals,Prescott,"1406 Hwy 371 North, Prescott, AR 71857, US",,Tier 3,Non-Active,Qualified,Rawland Allen (FTS),
Firestone,Chemical / Refining / Metals,Sulphur,"P.O. Box 1361, Lake Charles, LA 70602, US",,Tier 3,Non-Active,Not Qualified,Mark Maulden (FTS),
"First Chemical, Corp",Chemical / Refining / Metals,Pascagoula,"1001 Industrial Road, Pascagoula, MS 39581, US",228-762-0870,Tier 2	(Targeted),Non-Active,Qualified,"Mark Maulden (FTS), Rawland Allen (TPS)",
Fish Market Inc,Food & Beverage,Bayou La Batre,"310 Little River Road, Bayou La Batre, AL 36509, US",,Tier 3,Non-Active,Not Qualified,,
"Fisher AGC, LLC",Commercial,Houston,"1301 Fannin St Suite 23, Houston, TX 77002, US",,Tier 3,Non-Active,Not Qualified,,
Flint Hills Resources,Chemical / Refining / Metals,Houston,"9822 La Porte Freeway, Houston, LA 77017, US",,Tier 3,Non-Active,Not Qualified,John Shaw (FTS),
Flint Hills Resources,Chemical / Refining / Metals,Port Arthur,"Savannah Avenue, Gate 24, Port Arthur, TX 77640, US",409-989-6780,Tier 3,Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Flint Hills Resources,Power,Corpus Christie,"Suntide Road, Corpus Christie, TX, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Fluor,Industrial,Sugarland,"1 Fluor Drive, Sugarland, TX 77478-3899, US",281-263-8065,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
"Ford, Bacon and Davis",Industrial,Houston,"7809 Park Place Blvd, Houston, TX 77087, US",713-645-4141,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Formosa Plastics,Chemical / Refining / Metals,Baton Rouge,"Gulf States Road, Baton Rouge, LA 70805, US",,Tier 2	(Targeted),Active,Qualified,Mark Maulden (FTS),John Shaw
Formosa Plastics,Chemical / Refining / Metals,Point Comfort,"201 Formosa Drive, Point Comfort, TX 77978, US",,Tier 3,Non-Active,Not Qualified,Nathan Gewin (FTS),
"Formosa Utility Venture, LTD",Power,Point Comfort,"201 Formosa Drive, Point Comfort, TX 77978, US",361-987-7000,Tier 3,Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Foster Wheeler,Commercial,Marietta,"1000 Johnson Ferry Road Suite A-100, Marietta, GA 30068, US",770-509-8912 ext 26,Tier 3,Non-Active,Not Qualified,,
Foster Wheeler,Industrial,Houston,"12707 North Freeway Suite 132, Houston, TX 77060, US",281-873-5733,Tier 3,Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Foster Wheeler,Industrial,Ontario,"509 Glendale Avenue East - Niagra on the Lake CA, Ontario, CA, US",905-688-4587,Tier 3,Non-Active,Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
FPL Energy,Power,Calhoun,"720 Green Valley Dr, Eastaboga, AL 36260, US",,Tier 3,Non-Active,Not Qualified,,
Franklin Hardwood Incorporated,Wood Products,Abbeville,"Singletary Road, Abbeville, AL 36310, US",251-585-5059,Tier 3,Non-Active,Not Qualified,,
Fred Netterville Lumber,Wood Products,Woodville,"3975 Buffalo Road, Woodville, MS 39669, US",,Tier 3,Non-Active,Not Qualified,,
